Index,movie_title,genres,title_year,imdb_score,num_critic_for_reviews,duration,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,movie_facebook_likes,color,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,director_name,director_facebook_likes
877,Dancin'_It's_On,Family|Musical,2015,2.8,3,89,N\A,105,895,6,N\A,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,7,English,USA,PG,12000000,N\A,634,Color,Gary_Daniels,551,Matt_Marr,85,Ginger_Jensen,84,David_Winters,49
878,Dangerous_Liaisons,Drama|Romance,1988,7.7,51,119,34700000,52846,35501,2,catholic|corruption|emotional_abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,USA,R,14000000,1.85,0,Color,Keanu_Reeves,18000,Peter_Capaldi,17000,Swoosie_Kurtz,418,Stephen_Frears,350
879,Dangerous_Liaisons,Drama|Romance,1988,7.7,51,119,34700000,52846,35501,2,catholic|corruption|emotional_abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,USA,R,14000000,1.85,0,Color,Keanu_Reeves,18000,Peter_Capaldi,17000,Swoosie_Kurtz,418,Stephen_Frears,350
880,Danny_Collins,Comedy|Drama|Music,2015,7.1,139,106,5348317,20810,18712,0,entertainer|inspiration|lost_opportunity|pregnant_mother|rock_star,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1,100,English,USA,R,10000000,N\A,0,Color,Al_Pacino,14000,Jennifer_Garner,3000,Melissa_Benoist,970,Dan_Fogelman,102
881,Dante's_Peak,Action|Adventure|Thriller,1997,5.8,93,108,67155742,62271,1569,1,ash|escape|lava|mayor|volcano,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1,277,English,USA,PG-13,116000000,2.35,0,Color,Jamie_Renée_Smith,650,Grant_Heslov,293,Tzi_Ma,268,Roger_Donaldson,79
882,Daredevil,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,N\A,8.8,95,54,N\A,213483,581,0,corruption|lawyer|partnership|superhero|vigilante,http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1,394,English,USA,TV-MA,N\A,16,55000,N\A,Elden_Henson,577,Royce_Johnson,4,Charlie_Cox,0,N\A,N\A
883,Dark_Angel,Action|Drama|Mystery|Sci-Fi,N\A,7.4,11,60,N\A,25329,12051,1,cat_burglar|female_lead|future|mixed_martial_arts|post_apocalypse,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,160,English,USA,TV-14,N\A,1.33,0,Color,Jensen_Ackles,10000,Ashley_Scott,794,John_Savage,652,N\A,N\A
884,Dark_Blue,Crime|Drama|Romance|Thriller,2002,6.6,71,118,9059588,17261,1873,1,corrupt|criminal|investigation|lapd|police,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,125,English,USA,R,15000000,2.35,455,Color,Khandi_Alexander,556,Dash_Mihok,463,Michael_Michele,274,Ron_Shelton,41
885,Dark_City,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,1998,7.7,222,111,14337579,156929,4696,1,memory|murder|neo_noir|retrofuturism|tech_noir,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,624,English,Australia,R,27000000,2.35,14000,Color,Rufus_Sewell,3000,William_Hurt,882,Bruce_Spence,531,Alex_Proyas,295
886,Dark_Shadows,Comedy|Fantasy|Horror,2012,6.2,526,113,79711678,199039,80849,7,camera_shot_of_feet|cartoon_on_tv|female_stockinged_feet|female_stockinged_soles|foot_closeup,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479,English,USA,PG-13,100000000,1.85,82000,Color,Johnny_Depp,40000,Chloë_Grace_Moretz,17000,Christopher_Lee,16000,Tim_Burton,13000
887,Dark_Water,Drama|Horror|Thriller,2005,5.6,196,103,25472967,44966,1467,2,apartment|hello_kitty|school|teacher|water,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,411,English,USA,PG-13,30000000,2.35,0,Color,Dougray_Scott,794,Camryn_Manheim,329,Ariel_Gade,87,Walter_Salles,179
888,Darkness,Horror,2002,5.4,108,103,22160085,16747,1228,0,9_year_old|blood|gramophone|house|missing_children,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,English,USA,PG-13,10600000,2.35,1000,Color,Lena_Olin,541,Giancarlo_Giannini,451,Francesc_Pagès,132,Jaume_Balagueró,57
889,Darkness_Falls,Horror|Mystery|Thriller,2003,4.9,140,96,32131483,25870,2212,0,boy|darkness|light|tooth|tooth_fairy,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,369,English,USA,PG-13,11000000,2.35,2000,Color,Sullivan_Stapleton,1000,Emma_Caulfield,970,Angus_Sampson,82,Jonathan_Liebesman,474
890,Darling_Companion,Comedy|Drama|Romance,2012,5.1,57,103,793352,2551,3878,1,dog|marriage|search|wedding|woods,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,25,English,USA,PG-13,N\A,2.35,0,Color,Dianne_Wiest,967,Mark_Duplass,830,Sam_Shepard,820,Lawrence_Kasdan,759
891,Darling_Lili,Comedy|Drama|Musical|Romance|War,1970,6.2,22,143,5000000,1547,788,2,crepe_suzette|french|mata_hari_spoof|song|spy,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,50,English,USA,G,25000000,2.35,104,Color,Rock_Hudson,638,Vernon_Dobtcheff,50,Jeremy_Kemp,42,Blake_Edwards,688
892,Das_Boot,Adventure|Drama|Thriller|War,1981,8.4,96,293,11433134,168203,469,0,duty|submarine|submarine_movie|tension|u_boat,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,426,German,West_Germany,R,14000000,1.85,11000,Color,Jürgen_Prochnow,362,Martin_Semmelrogge,21,Herbert_Grönemeyer,18,Wolfgang_Petersen,249
893,Date_Movie,Comedy|Romance,2006,2.7,99,85,48546578,50415,6539,0,female_protagonist|greek|overweight|spoof|wedding_planner,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613,English,USA,PG-13,20000000,1.85,806,Color,Alyson_Hannigan,3000,Carmen_Electra,869,Fred_Willard,729,Aaron_Seltzer,64
894,Date_Night,Comedy|Crime|Romance|Thriller,2010,6.3,247,101,98711404,127571,39822,2,city|new_york_city|night|reservation|restaurant,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,207,English,USA,PG-13,55000000,2.35,0,Color,Mila_Kunis,15000,James_Franco,11000,Steve_Carell,7000,Shawn_Levy,189
895,Dave_Chappelle's_Block_Party,Comedy|Documentary|Music,2005,7.2,114,100,11694528,7721,2165,0,block_party|marching_band|neighborhood|new_york_city|tyrannosaurus_rex,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1,72,English,USA,R,3000000,1.85,635,Color,Common,989,Dave_Chappelle,744,Lauryn_Hill,220,Michel_Gondry,1000
896,Dawn_of_the_Crescent_Moon,Drama|Sci-Fi|Thriller,2014,5,3,95,N\A,34,2618,0,N\A,http://www.imdb.com/title/tt3157318/?ref_=fn_tt_tt_1,2,English,USA,N\A,75000,N\A,87,Color,Barry_Corbin,883,Johnny_Walter,507,Shiree_Nelson,279,Kirk_Loudon,0
897,Dawn_of_the_Dead,Action|Horror|Thriller,2004,7.4,287,110,58885635,194422,10438,0,mall|mayhem|nurse|rear_entry_sex|survival_horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,English,USA,R,26000000,2.35,7000,Color,Ty_Burrell,3000,Kevin_Zegers,2000,Mekhi_Phifer,1000,Zack_Snyder,0
898,Dawn_of_the_Dead,Action|Horror|Thriller,2004,7.4,287,110,58885635,194426,10438,0,mall|mayhem|nurse|rear_entry_sex|survival_horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,English,USA,R,26000000,2.35,7000,Color,Ty_Burrell,3000,Kevin_Zegers,2000,Mekhi_Phifer,1000,Zack_Snyder,0
899,Dawn_of_the_Planet_of_the_Apes,Action|Adventure|Drama|Sci-Fi,2014,7.6,521,130,208543795,317542,14363,0,ape|dam|leader|post_apocalypse|sequel,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620,English,USA,PG-13,170000000,1.85,45000,Color,Gary_Oldman,10000,Judy_Greer,2000,Kodi_Smit-McPhee,884,Matt_Reeves,198
900,Dawn_Patrol,Drama|Thriller,2014,4.8,9,88,N\A,455,2497,0,desert|held_at_gunpoint|marine|revenge|sex_on_table,http://www.imdb.com/title/tt2073661/?ref_=fn_tt_tt_1,13,English,N\A,N\A,3500000,2.35,570,Color,Chris_Brochu,795,Jeff_Fahey,535,Rita_Wilson,322,Daniel_Petrie_Jr.,19
901,Day_of_the_Dead,Horror,1985,7.2,184,87,N\A,49669,1592,1,bunker|experiment|military|research|scientist,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,English,USA,Unrated,3500000,1.85,3000,Color,Greg_Nicotero,1000,John_Amplas,177,Joseph_Pilato,83,George_A._Romero,0
902,Day_of_the_Dead,Horror,1985,7.2,184,87,N\A,49672,1592,1,bunker|experiment|military|research|scientist,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,English,USA,Unrated,3500000,1.85,3000,Color,Greg_Nicotero,1000,John_Amplas,177,Joseph_Pilato,83,George_A._Romero,0
903,Day_One,Biography|Drama|Music,2012,6.6,17,102,N\A,2116,1011,7,character_name_in_title|depression|drugs|one_word_title,http://www.imdb.com/title/tt1850418/?ref_=fn_tt_tt_1,13,English,USA,PG-13,3400000,N\A,0,Color,Corbin_Bleu,632,Rus_Blackwell,144,Luis_Antonio,80,Nathan_Frankowski,19
904,Daybreakers,Action|Horror|Sci-Fi|Thriller,2009,6.5,292,98,29975979,105797,189,0,blood|rationing|vampire|vampire_society|year_2019,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,281,English,Australia,R,20000000,2.35,0,Color,Jay_Laga'aia,125,Damien_Garvey,37,Tiffany_Lamb,16,Michael_Spierig,35
905,Daylight,Action|Adventure|Drama|Thriller,1996,5.8,61,114,32885565,53132,25126,0,collapsing_tunnel|explosion|new_jersey|tunnel|weimaraner,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,101,English,USA,PG-13,80000000,1.85,0,Color,Sylvester_Stallone,13000,Viggo_Mortensen,10000,Amy_Brenneman,366,Rob_Cohen,357
906,Days_of_Heaven,Drama|Romance,1978,8,112,94,N\A,37594,1618,0,farm|farm_worker|grasshopper|harvest|wealth,http://www.imdb.com/title/tt0077405/?ref_=fn_tt_tt_1,181,English,USA,PG,3000000,1.85,0,Color,Sam_Shepard,820,Stuart_Margolin,350,Richard_Libertini,180,Terrence_Malick,0
907,Days_of_Thunder,Action|Drama|Sport,1990,5.9,60,107,82670733,60476,14006,0,driver|hot_shot|racing|stock_car_driver|team,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,97,English,USA,PG-13,60000000,2.35,0,Color,Tom_Cruise,10000,Robert_Duvall,3000,Randy_Quaid,695,Tony_Scott,12000
908,Dazed_and_Confused,Comedy,1993,7.7,152,102,7993039,120036,18643,1,football|hazing|high_school|last_day_of_school|pledge,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,408,English,USA,R,6900000,1.85,10000,Color,Milla_Jovovich,14000,Adam_Goldberg,1000,Cole_Hauser,787,Richard_Linklater,0
909,Dead_Like_Me:_Life_After_Death,Comedy|Drama|Fantasy,2009,6.1,19,87,N\A,10734,3724,1,african_american_policeman|police|policeman|policewoman|vomiting,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,80,English,USA,R,5000000,1.78,887,Color,Henry_Ian_Cusick,866,Callum_Blue,738,Shenae_Grimes-Beech,686,Stephen_Herek,65
910,Dead_Man_Down,Action|Crime|Drama|Thriller,2013,6.5,217,118,10880926,54147,4253,2,crime_lord|dead_body|dead_body_in_a_freezer|new_york_city|truck_explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,127,English,USA,R,30000000,2.35,0,Color,Dominic_Cooper,3000,Isabelle_Huppert,678,James_Biberi,174,Niels_Arden_Oplev,76
911,Dead_Man_on_Campus,Comedy,1998,6,37,96,15062898,11729,6861,0,college|college_roommate|party|roommate|student,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106,English,USA,R,14000000,1.85,645,Color,Alyson_Hannigan,3000,Linda_Cardellini,2000,Poppy_Montgomery,654,Alan_Cohn,0
912,Dead_Man_Walking,Crime|Drama,1995,7.6,77,122,39025000,73193,903,0,death|execution|nun|solitary_confinement|visit,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,190,English,UK,R,11000000,1.85,0,Color,Lois_Smith,276,Celia_Weston,258,Robert_Prosky,191,Tim_Robbins,0
913,Dead_Man's_Shoes,Crime|Drama|Thriller,2004,7.7,99,90,6013,39929,1311,0,anger|army_veteran|independent_film|revenge|sex_scene,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,English,UK,N\A,695393,1.85,0,_Black_and_White,Paddy_Considine,680,Gary_Stretch,404,George_Newton,68,Shane_Meadows,222
914,Dead_Poets_Society,Comedy|Drama,1989,8,96,128,95860116,277451,51609,0,education|english_teacher|poet|professor|student,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,491,English,USA,PG,16400000,1.85,23000,Color,Robin_Williams,49000,Josh_Charles,1000,Kurtwood_Smith,1000,Peter_Weir,608
915,Dead_Snow,Comedy|Horror,2009,6.4,224,91,41709,54601,116,0,medical_student|nazi|snow|snowmobile|zombie,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,200,Norwegian,Norway,Not_Rated,800000,1.85,23000,Color,Bjørn_Sundquist,35,Stig_Frode_Henriksen,16,Ane_Dahl_Torp,13,Tommy_Wirkola,75
916,Deadfall,Crime|Drama|Thriller,2012,6.3,162,95,65804,32512,27575,1,police_officer|police_officer_killed|police_officer_shot|sex_scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86,English,USA,R,12000000,2.35,0,Color,Charlie_Hunnam,16000,Olivia_Wilde,10000,Sissy_Spacek,874,Stefan_Ruzowitzky,24
917,Deadline_-_U.S.A.,Crime|Drama|Film-Noir,1952,7.2,27,87,N\A,1756,2831,0,editor|gangster|newspaper|organized_crime|press,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,28,English,USA,N\A,N\A,1.37,169,_Black_and_White,Humphrey_Bogart,2000,Jim_Backus,399,Kim_Hunter,114,Richard_Brooks,174
918,Deadline_Gallipoli,Drama|War,N\A,7.4,N\A,197,N\A,299,1400,0,gallipoli|tv_mini_series|world_war_one,http://www.imdb.com/title/tt3458030/?ref_=fn_tt_tt_1,1,English,Australia,N\A,15000000,N\A,367,Color,Rachel_Griffiths,578,Jessica_De_Gouw,476,Luke_Ford,110,N\A,N\A
919,Deadpool,Action|Adventure|Comedy|Romance|Sci-Fi,2016,8.1,579,108,363024263,479047,18239,0,based_on_comic_book|breaking_the_fourth_wall|mercenary|mutant|self_healing,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,1058,English,USA,R,58000000,2.35,117000,Color,Ryan_Reynolds,16000,Ed_Skrein,805,Stefan_Kapicic,361,Tim_Miller,84
920,Dear_Frankie,Drama|Romance,2004,7.8,96,105,1340891,18940,18105,0,boy|dock|letter|seaside|stranger,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,182,English,UK,PG-13,N\A,1.85,2000,Color,Gerard_Butler,18000,Sharon_Small,66,Jack_McElhone,16,Shona_Auerbach,11
921,Dear_John,Drama|Romance|War,2010,6.3,162,108,80014842,104356,19945,N\A,army|coin_collector|love|surfboard|u.s._army,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,186,English,USA,PG-13,25000000,2.35,14000,N\A,Channing_Tatum,17000,Henry_Thomas,861,Scott_Porter,690,Lasse_Hallström,529
922,Dear_Wendy,Comedy|Crime|Drama|Romance,2004,6.6,100,102,23106,9003,2572,0,gang|gun|loner|love|outcast,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,58,English,Italy,Unrated,50000000,1.66,532,Color,Michael_Angarano,947,Chris_Owen,526,William_Hootkins,488,Thomas_Vinterberg,346
923,Death_at_a_Funeral,Comedy,2007,7.4,168,87,8579684,89547,24324,0,end_credits_roll_call|four_word_title|funeral|secret|uncle,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,English,USA,R,9000000,1.85,0,Color,Peter_Dinklage,22000,Ewen_Bremner,557,Kris_Marshall,548,Frank_Oz,0
924,Death_at_a_Funeral,Comedy,2007,7.4,168,87,8579684,89547,24324,0,end_credits_roll_call|four_word_title|funeral|secret|uncle,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,English,USA,R,9000000,1.85,0,Color,Peter_Dinklage,22000,Ewen_Bremner,557,Kris_Marshall,548,Frank_Oz,0
925,Death_Becomes_Her,Comedy|Fantasy|Horror,1992,6.4,49,104,58422650,78974,25599,3,plastic_surgeon|rejuvenation|revenge|rival|rivalry,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,173,English,USA,PG-13,55000000,1.85,8000,Color,Bruce_Willis,13000,Meryl_Streep,11000,Isabella_Rossellini,812,Robert_Zemeckis,0
926,Death_Calls,Action|Adventure|Mystery|Romance|Thriller,2010,4.3,N\A,90,N\A,30,842,2,murder|oppression|rebirth|reincarnation|revenge,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,N\A,English,USA,R,290000,1.85,16,Color,Hector_Echavarria,466,Robert_Miano,216,Ron_Roggé,99,Ken_Del_Conte,2
927,Death_Race,Action|Sci-Fi|Thriller,2008,6.4,230,111,36064910,166610,28643,4,armored_car|car|murder|prison|warden,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,211,English,USA,R,45000000,2.35,0,Color,Jason_Statham,26000,Max_Ryan,872,Joan_Allen,805,Paul_W.S._Anderson,545
928,Death_Race_2000,Action|Comedy|Sci-Fi|Sport,1975,6.2,164,80,N\A,19875,14950,0,cult_director|cult_film|drive_in_classic|psychotronic|race,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,147,English,USA,R,300000,1.85,0,Color,Sylvester_Stallone,13000,David_Carradine,926,Martin_Kove,668,Paul_Bartel,43
929,Death_Sentence,Action|Crime|Thriller,2007,6.8,166,111,9525276,60156,3309,0,blood|death|gang|murder|revenge,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299,English,USA,R,20000000,2.35,0,Color,Aisha_Tyler,856,Kelly_Preston,742,Edi_Gathegi,725,James_Wan,0
930,Death_to_Smoochy,Comedy|Crime|Drama|Thriller,2002,6.4,105,109,8355815,34730,52885,2,children|children's_tv_show|money|revenge|scandal,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,341,English,UK,R,55000000,1.85,0,Color,Robin_Williams,49000,Vincent_Schiavelli,811,Danny_Woodburn,809,Danny_DeVito,0
931,Deceptive_Practice:_The_Mysteries_and_Mentors_of_Ricky_Jay,Documentary,2012,7.1,39,88,151389,774,483,0,stage_magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,7,English,USA,N\A,500000,N\A,590,Color,David_Mamet,342,Ricky_Jay,79,Dick_Cavett,49,Molly_Bernstein,0
932,Deck_the_Halls,Comedy|Family,2006,4.9,71,93,35092918,15740,5468,0,christmas|december|holiday|massachusetts|neighbor,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,English,USA,PG,N\A,1.85,1000,Color,Matthew_Broderick,2000,Jorge_Garcia,1000,Alia_Shawkat,728,John_Whitesell,14
933,Deconstructing_Harry,Comedy,1997,7.4,104,96,10569071,35586,11867,2,marriage|novelist|panties_pulled_down|writer's_block|writing,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,131,English,USA,R,20000000,1.85,0,Color,Woody_Allen,11000,Lynn_Cohen,474,Judy_Davis,223,Woody_Allen,11000
934,Decoys,Comedy|Horror|Sci-Fi,2004,4.6,35,95,N\A,4041,2984,0,breasts|campus|college|tentacle|virginity,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,66,English,Canada,R,5000000,1.85,174,Color,Meghan_Ory,889,Marc_Trottier,680,Corey_Sevier,383,Matthew_Hastings,3
935,Deep_Blue_Sea,Action|Sci-Fi|Thriller,1999,5.8,199,105,73648142,99043,3697,1,alzheimer's_disease|experiment|human_versus_shark|research|underwater_headquarters,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,643,English,USA,R,60000000,2.35,0,Color,LL_Cool_J,1000,Michael_Rapaport,975,Saffron_Burrows,811,Renny_Harlin,212
936,Deep_Impact,Action|Drama|Romance|Sci-Fi|Thriller,1998,6.1,125,120,140459099,135601,22750,0,astronomer|comet|mission|president|secretary,http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,493,English,USA,PG-13,75000000,2.35,0,Color,Morgan_Freeman,11000,Jon_Favreau,4000,Robert_Duvall,3000,Mimi_Leder,75
937,Deep_Rising,Action|Adventure|Horror|Sci-Fi,1998,6,106,106,11146409,26551,6558,0,creature_feature|hijacker|ocean|ship|shot_in_the_leg,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,273,English,USA,R,45000000,2.35,0,Color,Djimon_Hounsou,3000,Jason_Flemyng,1000,Wes_Studi,855,Stephen_Sommers,208
938,Def-Con_4,Action|Sci-Fi,1985,4.3,18,88,N\A,1339,289,0,canuxploitation|independent_film|post_apocalypse|remake|survival,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,46,English,Canada,R,1750000,1.85,220,Color,Maury_Chaykin,232,Lenore_Zann,23,Tim_Choate,13,Paul_Donovan,4
939,Defendor,Comedy|Crime|Drama,2009,6.8,78,95,37606,31836,2658,0,gun_running|organized_crime|pimp|superhero|vigilante,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1,90,English,Canada,R,3500000,2.35,0,Color,Michael_Kelly,963,Tony_Nappo,654,Charlotte_Sullivan,388,Peter_Stebbings,89
940,Defiance,Action|Drama|Sci-Fi,N\A,7,28,43,N\A,33535,5381,3,alien|alien_invasion|planet_invasion|post_apocalypse|year_2046,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1,149,English,USA,TV-MA,N\A,1.78,0,Color,Julie_Benz,3000,Tony_Curran,845,Grant_Bowler,600,N\A,N\A
941,"Definitely,_Maybe",Comedy|Drama|Romance,2008,7.2,160,112,31973840,127760,16289,5,college|daughter|girl|sex|wisconsin,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,168,English,Germany,PG-13,N\A,2.35,0,Color,Ryan_Reynolds,16000,Sakina_Jaffrey,109,Paulina_Gerzon,61,Adam_Brooks,20
942,Dekalog,Drama,N\A,9.1,53,55,447093,12590,25,0,meaning_of_life|moral_challenge|morality|search_for_meaning|ten_commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,Polish,Poland,TV-MA,N\A,1.33,0,Color,Krystyna_Janda,20,Olaf_Lubaszenko,3,Olgierd_Lukaszewicz,2,N\A,N\A
943,Dekalog,Drama,N\A,9.1,53,55,447093,12591,25,0,meaning_of_life|moral_challenge|morality|search_for_meaning|ten_commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,Polish,Poland,TV-MA,N\A,1.33,0,Color,Krystyna_Janda,20,Olaf_Lubaszenko,3,Olgierd_Lukaszewicz,2,N\A,N\A
944,Del_1_-_Män_som_hatar_kvinnor,Action|Crime|Mystery|Thriller,N\A,8.1,N\A,88,N\A,335,998,0,N\A,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,N\A,Swedish,Sweden,N\A,N\A,N\A,22,Color,Michael_Nyqvist,690,David_Dencik,94,Lena_Endre,75,Niels_Arden_Oplev,76
945,Delgo,Adventure|Animation|Comedy|Fantasy|Romance,2008,4.4,41,94,511920,2458,2449,1,box_office_flop|computer_animation|one_word_title|surrealism|villainess,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26,English,USA,PG,40000000,1.85,211,Color,Eric_Idle,795,Anne_Bancroft,754,Kelly_Ripa,379,Marc_F._Adler,0
946,Deliver_Us_from_Evil,Horror|Mystery|Thriller,2014,6.2,242,118,30523568,54447,5697,0,confession|demonic_possession|exorcism|flickering_light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,201,English,USA,R,30000000,2.35,18000,Color,Olivia_Munn,2000,Dorian_Missick,1000,Edgar_Ramírez,897,Scott_Derrickson,301
947,Delivery_Man,Comedy|Drama,2013,6.4,168,105,30659817,59805,1006,10,children|identity|lawsuit|lawyer|sperm_donor,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,95,English,USA,PG-13,26000000,2.35,0,Color,Jack_Reynor,390,Bobby_Moynihan,311,Matthew_Daddario,110,Ken_Scott,31
948,De-Lovely,Biography|Drama|Music|Musical,2004,6.6,119,125,13337299,9649,729,7,cole_porter|composer|love|party|tears,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,English,USA,PG-13,20000000,2.35,1000,_Black_and_White,Kevin_McNally,427,Keith_Allen,66,Sandra_Nelson,65,Irwin_Winkler,34
949,Demonic,Horror|Thriller,2015,5.3,58,83,N\A,7358,4756,1,death|detective|house|missing|supernatural,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1,39,English,USA,R,3000000,N\A,0,Color,Frank_Grillo,798,Scott_Mechlowicz,634,Aaron_Yoo,617,Will_Canon,8
950,Departure,Drama|Family|Romance,2015,7,29,109,N\A,162,283,0,france|gay|language|male_masturbation|masturbation,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5,English,UK,N\A,1100000,1.85,75,Color,Juliet_Stevenson,202,Alex_Lawther,47,Niamh_Cusack,30,Andrew_Steggall,0
951,Derailed,Drama|Thriller,2005,6.6,116,112,36020063,62584,2019,2,drink|hotel|police|staged_rape|thief,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,375,English,USA,R,22000000,2.35,0,Color,Denis_O'Hare,896,RZA,561,Xzibit,218,Mikael_Håfström,101
952,Desert_Blue,Drama,1998,6.2,31,90,99147,1884,3207,3,cola|desert|ice_cream_cone|teenage_girl|vomiting,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,28,English,USA,R,2000000,1.85,69,Color,Ethan_Suplee,1000,John_Heard,697,Sara_Gilbert,697,Morgan_J._Freeman,204
953,Desert_Dancer,Biography|Drama,2014,6,31,104,143653,1177,1281,0,dance|dancer|dancing|desert|iran,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1,10,English,UK,PG-13,4000000,2.35,0,Color,Tom_Cullen,507,Reece_Ritchie,236,Marama_Corlett,196,Richard_Raymond,10
954,Desperado,Action|Crime|Thriller,1995,7.2,93,104,25625110,138707,33758,0,crushed_by_a_car|female_frontal_nudity|female_nudity|female_rear_nudity|one_against_many,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,202,English,USA,R,7000000,1.85,0,Color,Quentin_Tarantino,16000,Steve_Buscemi,12000,Salma_Hayek,4000,Robert_Rodriguez,0
